gameId,team_win,team1_champ1,team1_champ2,team1_champ3,team1_champ4,team1_champ5,team2_champ1,team2_champ2,team2_champ3,team2_champ4,team2_champ5
2725652531,1,245,13,164,81,25,143,222,60,114,157
2728773683,2,18,39,53,50,245,19,81,54,112,99
2728634424,1,114,245,96,106,40,13,101,154,41,81
2726578232,2,14,40,18,254,245,4,72,107,81,37
2728437819,1,114,20,143,131,18,102,112,267,81,14
2726938687,1,63,19,17,498,43,6,113,25,50,22
2725414980,1,103,222,19,107,117,14,99,67,25,83
2728151122,2,27,96,13,432,28,24,34,236,201,57
2725619803,1,26,268,9,51,420,121,16,57,81,163
2727544928,1,54,13,41,498,497,53,51,164,2,103
2728659057,1,31,161,51,164,59,222,16,92,43,64
2726553717,2,8,51,238,76,117,107,222,25,106,13
2725652601,2,18,40,122,24,131,113,17,157,67,267
2726733948,2,25,31,429,104,69,432,27,81,103,19
2727053441,1,43,421,13,14,222,114,121,51,25,131
2726455435,2,51,14,117,76,42,432,34,81,64,13
2728224915,2,96,69,40,9,164,163,121,117,6,110
2726258842,1,38,497,76,498,14,45,51,141,157,432
2728216747,2,51,92,59,40,99,54,48,4,81,12
2727553203,2,72,432,245,4,498,266,19,13,51,267
2725226678,1,101,498,16,122,154,20,202,25,112,39
2725644471,2,81,8,163,44,72,113,42,99,51,10
2727200956,2,30,81,40,92,154,18,44,69,24,120
2726676669,1,19,126,18,223,14,154,134,81,24,26
2725939393,1,498,8,27,20,44,14,222,30,223,102
2725365955,2,11,107,117,96,50,498,267,28,107,142
2727233731,1,268,121,43,420,119,114,498,497,236,9
2728618181,2,117,37,103,50,104,51,17,127,238,35
2727291079,1,268,412,122,32,81,113,18,245,53,24
2727045321,2,63,24,21,91,92,13,497,121,498,14
2727348427,1,4,6,117,24,18,3,202,41,412,106
2727225548,1,34,164,267,119,72,498,50,117,92,113
2725415126,1,23,113,245,429,201,164,136,12,121,81
2728577242,1,3,63,18,113,164,222,7,72,106,50
2727676123,1,164,223,498,154,157,497,81,113,34,14
2728544478,2,154,266,50,25,67,45,113,164,12,81
2728118495,2,18,40,68,90,20,31,498,43,2,41
2726455520,2,92,38,9,107,81,64,117,27,13,18
2725619937,2,163,133,498,63,13,131,497,421,18,126
2727454944,2,24,245,117,80,222,81,12,14,20,8
2726824166,1,81,14,40,163,120,114,90,113,497,498
2728298733,2,81,4,201,164,50,150,238,28,497,498
2728290542,1,498,103,412,164,5,114,63,163,24,18
2727397614,2,157,110,412,14,154,268,24,18,117,121
2728814832,2,412,163,110,33,240,40,119,101,113,164
2725857525,1,81,25,24,240,3,13,102,161,18,26
2726619384,2,40,4,72,122,51,115,37,27,24,18
2725792003,1,161,3,107,92,110,8,131,9,40,67
2725824777,1,50,122,9,59,117,236,1,106,107,25
2727061775,2,267,42,18,141,164,13,53,81,106,6
2725693713,1,14,136,64,81,9,61,12,50,421,18
2725595417,2,427,29,68,117,245,101,67,89,72,150
2726553883,2,31,7,497,107,498,104,432,51,14,69
2727381275,2,37,3,119,59,27,25,421,14,13,96
2728675613,2,67,8,25,121,92,201,113,27,110,45
2728462622,1,3,126,43,102,110,112,99,111,107,81
2728405287,1,26,64,119,14,105,421,497,114,498,13
2728479016,2,24,3,41,81,16,117,76,14,18,163
2727020839,1,13,122,99,64,245,19,222,143,41,38
2726857004,1,59,22,24,3,161,17,81,45,44,254
2728446255,2,91,432,136,119,106,164,136,102,89,51
2725898550,2,89,30,107,24,18,92,103,113,222,201
2725513528,1,112,432,81,106,27,238,9,31,18,412
2726586683,1,4,14,497,24,498,117,421,42,18,3
2725620033,1,72,81,112,14,432,154,23,51,99,25
2726447431,2,102,21,50,67,267,110,64,76,92,63
2728364360,2,27,498,31,40,245,14,110,267,7,72
2727446865,2,15,38,42,44,421,27,63,498,106,8
2725947739,2,13,14,43,67,28,117,4,55,96,254
2727324003,2,498,126,40,2,4,17,161,19,18,13
2727430512,2,115,117,131,498,107,119,27,267,121,245
2727151986,1,18,76,34,98,420,42,21,60,14,412
2727717245,2,40,18,41,69,141,13,117,421,96,77
2725669245,2,51,117,154,112,92,61,113,497,157,498
2728462717,1,141,55,39,81,223,107,240,12,150,110
2726889857,2,267,80,14,498,105,131,51,113,68,497
2727750018,2,81,201,78,112,164,25,40,107,113,498
2725456258,2,67,99,37,107,51,117,64,67,54,142
2728692102,2,41,245,201,96,64,163,81,8,432,76
2725357963,2,107,103,10,267,42,106,1,119,127,61
2727004556,1,76,68,143,236,201,81,121,112,16,24
2726799758,1,19,78,61,51,432,5,131,22,13,25
2725734801,2,110,154,238,8,432,85,78,12,81,164
2728110491,2,8,121,51,26,236,143,13,64,157,58
2728618401,2,67,64,223,13,39,498,497,114,126,72
2726758829,1,59,110,40,69,131,117,19,78,9,222
2727143853,2,59,136,412,68,236,18,63,57,134,107
2727578035,2,142,12,107,31,51,50,201,92,28,96
2725194166,2,143,92,35,67,106,157,63,25,18,85
2726005176,2,19,498,8,92,497,412,107,58,20,105
2728561081,2,43,107,18,14,117,497,498,19,3,1
2727168452,1,117,222,72,101,150,113,119,163,39,40
2728364497,2,101,28,31,51,112,120,161,267,498,150
2727061978,1,27,20,107,99,222,236,238,37,268,72
2728315358,2,14,121,63,236,69,27,30,141,25,51
2725382623,1,121,150,61,117,110,81,102,164,105,43
2728462815,2,238,63,76,92,81,92,429,112,63,106
2726808030,1,24,143,201,51,75,121,67,112,432,14
2726169064,2,41,17,40,102,18,103,122,72,51,201
2728798702,1,164,141,12,163,119,44,27,110,61,113
2727668206,1,164,16,27,103,15,44,18,106,141,69
2726013422,2,157,202,516,76,115,222,121,412,63,41
2728118780,1,45,154,164,498,497,107,516,101,25,18
2725538302,1,60,99,39,18,79,9,164,29,53,112
2725751296,1,68,121,18,432,134,222,412,61,39,28
2728733190,2,16,238,119,74,11,36,202,107,117,16
2726775306,2,164,42,498,64,497,13,12,35,80,110
2727225870,1,45,51,421,23,25,54,412,18,2,13
2728348174,2,58,59,201,222,42,81,50,3,203,12
2726816285,2,18,201,13,143,154,38,72,78,25,51
2727086622,2,50,63,15,77,30,53,154,13,222,92
2728200736,2,254,34,14,92,429,44,81,122,60,69
2728217126,2,421,63,51,150,245,14,412,79,34,110
2726021677,2,16,67,24,4,91,50,136,18,19,63
2727004720,2,89,18,76,112,59,41,40,55,21,154
2727021109,1,245,24,18,266,40,76,498,497,42,41
2728569410,2,58,81,201,106,163,40,34,51,4,131
2728700487,1,99,38,117,164,76,68,8,497,254,498
2726701644,1,267,38,92,64,29,63,43,56,3,498
2725554767,2,51,15,63,113,240,8,498,24,134,497
2725022297,2,117,20,110,268,3,498,57,238,203,79
2727332443,1,25,106,99,119,75,110,236,54,432,102
2725317220,2,121,13,110,12,150,107,8,25,81,26
2727168617,1,8,14,24,43,51,42,28,119,143,240
2725833322,2,19,18,90,7,107,25,1,54,150,67
2726963821,2,72,131,498,164,98,110,13,61,59,12
2728225393,2,8,421,429,412,4,119,98,7,141,14
2726472317,2,164,69,121,81,117,26,236,29,64,161
2728217219,2,24,40,81,55,41,236,37,119,112,19
2725390980,1,141,41,105,80,59,107,51,161,8,50
2727070357,2,107,86,50,22,99,67,1,32,37,92
2726840984,2,53,113,23,61,4,40,51,421,103,240
2727316126,1,117,106,101,126,498,43,19,4,41,81
2728233631,2,18,131,50,76,121,37,28,126,429,114
2726587038,2,412,57,157,19,15,17,42,113,110,12
2726947489,1,498,107,245,42,40,18,13,113,14,267
2726709920,1,51,68,45,25,141,3,119,14,121,40
2725431974,2,432,4,222,19,13,202,91,203,136,497
2728168107,2,8,35,31,51,43,61,498,24,497,28
2727889580,2,254,498,13,34,117,150,18,69,40,107
2725210814,1,18,12,114,24,69,110,89,103,98,107
2728528585,2,64,117,50,3,51,121,42,18,84,223
2726677194,1,142,107,121,115,63,81,18,34,84,120
2727348939,1,238,27,72,18,89,63,81,516,126,28
2727381719,1,40,120,67,41,13,79,3,81,24,78
2726546135,2,1,35,202,63,39,222,103,19,58,53
2726873815,2,50,60,268,222,101,99,98,254,18,141
2726554327,2,26,164,81,24,110,3,117,29,126,121
2728094430,1,81,34,120,201,114,24,107,13,63,15
2725915366,1,110,126,40,38,19,41,81,223,3,24
2728659687,2,18,201,13,64,106,19,69,223,29,92
2728725228,2,61,421,114,154,18,92,81,79,117,103
2728635121,2,113,21,53,58,38,142,37,421,15,164
2728184567,2,90,89,3,51,40,22,131,53,106,75
2725563135,1,13,81,150,40,19,498,164,267,142,79
2727062295,2,157,24,498,117,3,69,78,67,121,25
2725604127,1,82,163,5,497,96,236,51,117,59,142
2728323872,1,96,117,136,24,131,9,121,27,38,81
2728397601,1,72,81,16,98,136,119,13,154,40,14
2727291682,1,5,14,13,110,23,164,121,51,101,12
2728209195,2,141,498,201,150,38,113,432,119,3,23
2725112632,1,136,223,15,120,9,112,28,81,412,75
2725817148,1,498,238,497,72,17,154,161,223,92,18
2728037194,1,12,48,121,18,4,223,14,13,498,24
2728422222,1,164,81,50,24,432,113,37,92,222,3
2727734102,2,24,28,40,99,498,103,81,122,12,64
2725636953,2,21,143,42,163,107,98,498,245,236,164
2727562075,2,107,67,117,3,245,164,40,61,141,236
2725096288,2,107,53,427,78,30,55,157,82,9,99
2728528736,2,3,117,96,61,19,25,20,112,18,27
2727193442,2,59,245,3,157,238,41,27,164,45,202
2727078760,1,119,12,238,57,113,20,48,222,41,13
2726112107,1,223,51,92,19,13,24,61,18,236,12
2726898539,1,498,245,154,17,497,18,44,120,2,8
2728725361,1,20,245,51,122,53,498,238,67,16,141
2726947698,1,15,50,432,19,3,22,111,79,101,24
2726046582,2,24,21,63,19,131,268,40,27,96,107
2728782712,1,107,267,81,238,1,143,51,113,92,112
2725792637,2,20,50,117,51,8,13,245,110,12,41
2725391238,1,38,19,81,25,75,106,24,8,117,96
2725096334,2,62,9,110,136,412,81,12,14,13,20
2728225683,2,245,53,18,14,13,161,15,61,121,27
2726972310,2,432,3,106,236,51,105,150,498,113,43
2725628832,1,59,14,51,61,143,63,26,72,96,267
2727496624,1,103,117,110,14,24,3,432,81,91,17
2727644083,2,81,60,432,55,57,12,18,154,84,90
2726677433,2,14,121,157,18,25,202,72,245,48,16
2726546364,1,20,110,91,161,8,81,201,516,72,38
2728430527,1,25,105,96,41,24,14,154,18,69,44
2726603714,1,64,119,45,432,8,40,150,81,154,13
2726955973,2,68,69,98,497,498,25,126,18,113,61
2727070664,1,201,27,67,99,141,412,30,81,24,14
2725866443,2,85,18,8,76,432,110,69,14,40,141
2726161355,2,63,48,39,110,101,113,13,432,15,164
2727447502,1,498,203,7,497,30,201,106,112,18,113
2726726606,2,421,117,164,8,222,14,432,412,81,13
2725604308,1,105,25,19,57,81,51,4,113,267,14
2726128604,2,110,28,6,53,84,114,3,141,81,267
2728020958,2,267,17,69,81,64,40,154,14,110,85
2726644705,2,81,41,17,134,90,119,164,163,40,78
2727160804,2,76,13,81,98,150,497,498,112,50,121
2726079467,2,421,26,54,81,245,72,42,25,51,131
2728209394,2,11,18,57,37,83,122,13,60,117,222
2728643583,1,24,18,3,28,16,72,41,45,117,51
2728356870,2,150,76,51,44,74,498,131,497,121,14
2725194760,1,266,37,29,121,161,106,105,27,12,18
2727275543,1,112,161,51,13,72,15,141,157,34,40
2728455194,2,18,157,25,61,113,150,498,12,59,45
2726022178,2,107,150,25,45,119,122,12,141,81,7
2728741935,2,432,104,131,498,164,110,150,13,201,64
2727201847,1,164,110,24,201,8,114,31,106,51,432
2728365112,2,12,110,64,26,122,81,150,40,154,13
2725358654,1,23,412,103,18,78,202,268,28,432,24
2728504383,2,121,236,201,114,61,81,40,421,268,27
2725383233,1,201,164,61,203,126,412,107,54,498,99
2727881793,1,18,99,112,117,51,245,61,432,222,27
2725710911,1,76,18,17,90,82,39,8,432,202,92
2728397892,2,42,96,3,37,141,121,38,412,24,51
2728479815,2,429,107,79,50,25,22,127,114,113,412
2725784648,1,497,18,136,27,4,81,432,421,57,163
2728176714,2,23,24,51,84,63,92,64,161,3,81
2728504404,2,54,45,498,60,37,18,2,61,114,98
2727595093,2,110,267,126,79,64,39,51,245,76,143
2728348767,1,17,53,59,51,134,41,21,40,103,245
2726825060,2,117,50,18,113,57,92,55,121,29,25
2725268582,1,497,498,27,13,113,90,14,59,8,21
2728815724,1,91,81,113,163,43,114,427,12,67,101
2728184949,2,53,81,112,122,64,25,107,51,14,38
2728602753,1,56,40,154,498,497,53,141,126,98,18
2725915783,1,9,161,119,41,105,267,157,112,59,51
2726710407,1,81,14,19,53,134,18,126,38,223,245
2726866061,2,114,110,40,3,104,18,4,35,25,14
2727627925,2,421,131,18,45,14,12,81,3,19,157
2726661275,2,25,121,96,4,27,105,72,112,498,201
2726726815,1,41,126,76,110,223,14,498,72,13,40
2727029920,2,203,110,38,126,40,267,420,19,81,8
2728783008,2,113,98,114,498,43,81,84,57,59,40
2728406190,2,222,245,4,117,83,14,12,141,82,18
2725842096,2,54,110,266,38,107,28,63,236,58,18
2725825716,1,19,14,201,61,51,107,7,498,26,420
2726071478,2,164,223,222,39,4,136,81,150,77,26
2728496324,2,68,90,19,267,498,13,429,236,59,12
2727627978,1,12,164,222,50,28,78,121,21,17,50
2727881934,1,245,26,498,114,72,110,45,421,14,117
2727570639,1,27,154,268,497,498,113,45,81,40,164
2728750286,1,111,266,412,81,103,40,498,236,203,34
2726169809,2,33,432,27,21,105,201,498,114,72,112
2727267549,2,154,4,119,26,68,2,412,113,18,42
2725833951,2,81,12,13,245,14,18,223,154,131,103
2725784800,1,117,27,154,110,55,17,157,28,37,51
2728357088,2,99,30,498,117,64,40,81,112,76,14
2726169825,1,80,13,60,10,222,9,238,497,50,21
2725842163,2,24,117,41,81,136,51,50,85,421,43
2728463604,1,51,40,420,154,163,18,43,14,32,63
2725686519,2,43,51,54,3,59,64,14,498,7,12
2728529146,2,92,61,254,267,18,201,13,236,41,76
2728742143,2,14,72,69,81,12,40,48,15,421,101
2727275776,2,23,12,18,38,72,497,42,498,19,54
2728471809,2,51,27,12,59,91,154,51,61,37,75
2725530891,2,104,91,110,267,50,63,9,18,432,27
2728848654,2,81,25,164,2,101,13,63,54,37,498
2726948117,2,53,42,429,266,113,67,114,267,254,85
2725440789,2,38,102,164,22,40,41,117,96,203,136
2725604635,1,14,432,18,121,42,107,412,67,99,58
2726276380,2,38,19,81,201,164,15,45,25,14,254
2726710563,1,37,96,114,69,28,164,29,13,223,2
2728291621,1,110,154,42,412,92,107,18,12,35,143
2726710569,2,53,112,9,122,110,51,164,13,154,412
2728766767,1,54,40,254,7,51,8,106,245,67,40
2728578351,1,15,20,39,12,13,432,24,61,27,498
2727251257,1,13,18,43,421,69,498,31,34,24,497
2725252416,2,107,412,101,157,81,19,14,119,432,245
2727120193,2,113,13,110,497,164,92,79,223,238,96
2728193349,2,34,412,64,81,41,42,40,51,86,164
2726145357,1,18,38,64,78,432,12,202,268,245,24
2726055248,1,267,110,55,78,24,236,14,59,63,3
2725227859,2,113,58,223,15,13,240,19,40,18,101
2728226153,2,43,114,163,72,51,106,90,18,107,117
2727472495,1,81,44,72,131,266,12,245,23,13,498
2726972785,2,43,157,40,96,120,164,14,113,18,101
2725653877,2,18,25,64,54,8,267,141,67,84,39
2725432700,2,76,268,81,412,236,10,51,40,57,64
2725350786,2,44,81,61,420,120,18,40,92,113,45
2727021960,1,101,12,18,77,57,164,201,39,136,498
2725481869,1,107,432,119,131,62,117,114,64,67,4
2728381841,2,27,18,121,69,40,78,119,8,64,99
2728349083,2,98,51,141,1,8,240,143,81,61,154
2726661531,1,117,92,119,113,4,25,72,110,27,61
2728005041,1,157,141,13,18,412,164,107,63,38,81
2725711286,2,14,107,84,119,16,157,122,12,202,76
2728152510,2,41,7,236,40,121,18,54,120,31,9
2728005056,2,18,238,8,412,9,17,25,5,37,236
2727554503,2,150,25,3,110,35,120,267,245,18,136
2726456780,1,53,119,236,72,268,89,41,20,45,42
2727300556,1,267,3,18,19,23,55,16,36,51,421
2725645775,1,164,432,81,157,50,222,62,61,106,98
2728398292,2,432,163,126,154,18,80,14,101,498,113
2728652253,1,51,64,69,14,161,112,154,27,117,18
2725752290,1,40,3,72,238,110,498,497,61,266,107
2725809637,2,11,91,40,14,119,24,432,157,69,110
2726137351,2,107,81,68,236,432,112,114,51,26,121
2727292431,1,432,13,67,92,121,14,72,69,18,126
2726776335,2,236,412,164,61,107,119,34,14,122,23
2728316437,1,25,85,110,113,238,76,81,117,43,39
2726448672,2,133,63,51,13,107,72,110,103,31,126
2725301794,2,102,31,7,202,99,29,412,23,79,112
2725269031,1,161,498,136,75,28,69,30,64,412,119
2725899820,2,110,236,432,9,114,120,13,498,92,43
2728668725,2,19,69,27,96,43,103,7,60,18,164
2725432899,2,117,222,72,240,142,107,201,13,81,14
2726932042,2,61,412,13,81,254,3,96,53,24,121
2726645323,1,75,92,18,13,16,86,25,119,112,154
2728341071,1,131,30,5,18,412,81,103,40,154,122
2726653529,1,59,98,498,4,19,13,121,117,6,110
2725817954,1,50,161,51,24,53,18,154,8,131,12
2728382057,1,9,61,107,18,27,240,498,99,432,203
2726989420,1,202,74,141,16,24,412,107,69,51,136
2725678700,1,79,44,67,268,107,72,236,81,58,143
2728390260,1,201,5,498,107,101,51,143,41,421,112
2727767669,2,8,24,113,412,429,39,254,90,15,40
2728447607,1,131,114,26,51,120,24,99,14,16,498
2727644800,1,107,8,201,110,101,121,14,90,81,89
2728349319,2,44,54,72,63,51,19,16,75,13,96
2728889993,2,106,412,110,3,14,222,223,92,72,101
2728865424,2,25,122,13,67,37,4,51,154,14,412
2725531281,2,51,26,2,268,76,64,15,92,61,12
2728242833,2,43,81,42,150,72,53,110,19,41,99
2727603866,1,268,20,114,51,40,113,29,163,14,201
2726997659,1,498,40,27,121,82,44,3,24,81,150
2725629602,2,107,99,53,84,236,64,107,110,142,60
2728095407,1,17,131,51,25,72,13,8,24,40,67
2727014068,1,141,50,119,412,78,163,150,59,498,432
2725506746,2,81,99,117,91,72,31,51,112,41,25
2726096571,1,223,64,50,25,21,110,432,113,134,39
2725555900,2,117,38,78,106,67,497,131,27,498,427
2727538366,2,35,42,40,67,68,55,51,201,13,104
2725908166,1,76,61,236,107,267,202,11,99,126,142
2726162118,1,107,96,117,82,7,24,141,89,245,222
2728644301,2,51,80,14,42,59,40,15,20,163,31
2725293801,2,3,18,117,33,58,40,157,498,72,6
2725375724,2,498,13,154,16,92,110,113,40,69,98
2725383922,2,136,18,63,41,40,92,19,89,110,74
2728095482,2,110,92,19,245,143,38,121,40,98,498
2725236476,2,59,61,14,81,6,63,114,497,1,498
2728439559,2,110,40,38,86,107,17,55,267,59,67
2726154002,1,16,15,421,14,99,24,35,131,21,63
2728431382,2,412,498,157,92,64,498,236,92,497,11
2725203737,2,107,18,201,136,41,121,14,40,110,34
2727554842,1,164,105,5,40,110,498,117,25,41,24
2727751459,2,121,81,161,14,117,69,154,498,114,497
2727210789,2,245,120,101,498,40,78,69,110,497,107
2725490478,2,412,96,55,64,92,136,117,18,76,24
2726850351,1,201,76,8,51,39,96,20,497,91,13
2727923506,2,432,254,51,122,38,13,81,150,63,64
2727685940,2,41,119,267,136,121,126,4,9,117,51
2728546105,1,61,498,16,240,106,24,113,103,18,98
2728726334,2,102,27,3,110,64,99,64,12,114,119
2728390465,1,12,4,164,51,84,96,201,41,117,61
2727767873,2,131,12,107,51,24,117,107,41,103,51
2725334853,2,122,60,42,98,51,245,40,498,141,14
2727309143,1,20,24,43,222,112,3,19,17,40,18
2727751513,1,40,110,64,26,92,427,51,14,245,53
2725293921,1,150,7,154,110,99,27,101,40,96,59
2728341345,1,25,120,81,38,164,14,112,51,13,92
2726809443,1,154,236,29,40,27,121,18,30,62,53
2728718181,2,24,245,106,67,44,63,164,150,18,3
2727620456,1,107,55,67,1,420,20,107,268,39,267
2725375854,1,126,34,40,110,19,163,85,498,59,98
2728398702,2,40,51,150,34,24,222,41,268,117,113
2728406896,2,15,266,43,103,106,37,24,498,92,112
2725621617,1,164,40,13,18,64,134,67,497,76,41
2725638001,1,14,18,121,16,101,110,268,59,12,41
2726449009,1,157,117,67,50,203,112,77,222,107,37
2728529783,2,154,84,110,23,25,27,412,20,498,8
2725826424,1,81,40,19,92,42,15,45,41,121,432
2725990265,1,110,432,19,78,131,9,498,3,72,24
2725367675,1,55,107,117,81,24,119,98,421,54,61
2728759168,2,420,61,99,421,18,13,14,25,19,498
2725687171,1,21,54,26,136,113,9,41,4,18,154
2726285190,1,110,69,117,91,113,119,79,4,412,8
2728316817,1,91,201,81,68,120,34,121,27,26,498
2727268250,2,23,498,38,497,107,9,81,201,39,101
2727751583,1,157,81,98,141,4,121,92,268,498,201
2727554977,1,150,131,28,429,412,69,75,201,76,51
2728800165,1,14,13,121,498,12,150,36,81,268,201
2725277608,2,63,81,131,72,41,119,163,12,420,245
2726039474,1,121,42,498,23,40,57,163,35,432,81
2727882676,2,14,63,154,81,112,164,163,114,40,110
2728652732,2,8,117,19,18,57,69,92,59,51,40
2725867461,1,136,498,114,76,497,18,72,25,27,30
2725564375,2,53,17,24,7,429,18,44,154,23,163
2727194590,2,412,7,59,429,78,122,40,154,18,30
2725212137,2,126,16,245,121,81,55,24,51,3,63
2727063532,1,25,41,103,119,60,432,164,50,107,51
2727350261,1,81,421,201,86,50,63,154,13,112,119
2725335035,2,121,99,23,92,412,498,117,24,115,114
2725539851,1,110,7,24,114,43,498,53,23,136,121
2726842381,1,18,98,112,106,24,57,102,201,8,222
2725277710,2,24,90,16,1,37,202,99,105,6,35
2725228558,2,99,131,45,106,154,157,67,412,5,245
2727718928,2,86,60,117,3,67,69,154,44,122,119
2728366096,2,24,498,58,143,136,19,122,40,18,34
2725924888,2,16,5,75,112,29,2,43,18,45,163
2728153115,1,78,99,131,30,222,34,107,126,498,19
2726637601,2,41,24,99,119,44,40,498,68,19,8
2725589035,1,110,69,164,104,223,107,498,12,38,31
2728169531,2,112,15,245,14,40,126,498,8,107,201
2726752323,2,51,64,31,161,44,163,9,498,57,497
2726137929,2,432,20,81,42,154,24,61,53,14,119
2727637067,2,4,35,18,432,266,44,114,157,119,154
2727505998,2,126,110,412,141,105,432,106,121,30,236
2727718998,1,22,41,43,83,238,117,107,268,19,67
2727489624,2,61,18,201,121,27,92,154,119,55,432
2725662821,1,113,25,115,41,92,106,498,497,13,164
2728226921,2,14,18,412,42,113,432,5,21,7,164
2725204076,2,111,427,498,101,122,99,60,18,53,420
